iteration,class,top,left,bottom,right,center_x,center_y,object_id
171,box,173.81,80.08,188.93,95.05,87.57,181.37,1
171,box,141.05,144.23,222.35,158.79,151.51,181.7,4
171,goomba,127.12,193.0,141.89,208.31,200.66,134.51,3
172,mario,112.26,174.97,126.7,190.58,182.77,119.48,0
172,box,75.44,144.11,90.97,159.01,151.56,83.21,2
172,box,171.84,80.11,186.96,95.03,87.57,179.4,1
172,box,139.3,144.23,219.94,158.81,151.52,179.62,4
172,goomba,125.27,192.9,139.94,208.47,200.68,132.6,3
173,box,73.42,144.1,89.08,159.08,151.59,81.25,2
173,box,169.79,80.09,185.13,95.06,87.58,177.46,1
173,mario,112.31,179.09,126.6,194.28,186.68,119.46,0
173,goomba,122.23,193.0,137.03,208.81,200.9,129.63,3
173,box,137.81,144.22,217.82,158.82,151.52,177.82,4
174,box,72.46,144.1,87.98,159.03,151.57,80.22,2
174,box,168.7,80.11,183.98,95.05,87.58,176.34,1
174,box,137.43,144.19,216.95,158.83,151.51,177.19,4
174,goomba,120.94,193.38,134.94,208.61,200.99,127.94,3
174,mario,112.15,184.01,124.72,200.38,192.2,118.43,0
175,box,166.44,80.1,182.06,95.06,87.58,174.25,1
175,box,70.38,144.09,86.02,159.07,151.58,78.2,2
175,box,134.57,144.25,215.56,158.83,151.54,175.07,4
175,mario,111.73,190.24,132.76,206.54,198.39,122.25,0
176,box,164.79,80.08,180.01,95.08,87.58,172.4,1
176,mario,112.22,185.12,126.75,200.51,192.82,119.49,0
176,box,68.48,144.08,84.02,159.1,151.59,76.25,2
176,box,132.06,144.23,212.94,158.79,151.51,172.5,4
176,goomba,114.85,200.97,127.31,208.78,204.88,121.08,5
177,mario,112.31,181.92,126.82,197.84,189.88,119.57,0
177,box,163.54,79.98,178.09,95.02,87.5,170.82,1
177,box,67.27,143.99,82.09,159.01,151.5,74.68,2
177,box,130.88,144.17,211.31,158.84,151.51,171.09,4
177,goomba,113.64,202.15,128.35,208.33,205.24,121.0,5
178,mario,112.31,178.94,126.77,194.72,186.83,119.54,0
178,box,129.68,144.21,210.12,158.83,151.52,169.9,2
178,box,162.41,80.0,177.05,94.96,87.48,169.73,4
178,box,66.04,143.99,81.06,158.94,151.46,73.55,1
178,goomba,112.9,202.32,127.66,208.44,205.38,120.28,5
179,box,160.49,80.01,175.06,95.03,87.52,167.77,1
179,box,64.13,144.0,79.03,159.02,151.51,71.58,2
179,mario,112.3,177.03,126.72,192.63,184.83,119.51,0
179,box,127.47,144.22,207.78,158.83,151.52,167.62,4
179,goomba,110.96,202.34,125.72,208.35,205.35,118.34,5
180,mario,112.27,175.06,126.81,190.64,182.85,119.54,0
180,box,158.48,80.0,173.06,95.0,87.5,165.77,1
180,box,62.16,144.0,77.04,159.01,151.51,69.6,2
180,box,124.78,144.22,206.33,158.76,151.49,165.55,4
180,goomba,109.17,202.37,123.75,208.15,205.26,116.46,5
181,box,156.48,80.0,171.03,94.97,87.49,163.76,1
181,box,124.29,144.19,204.1,158.83,151.51,164.2,4
181,box,60.25,143.99,75.03,158.95,151.47,67.64,2
181,mario,112.25,173.95,126.79,189.56,181.76,119.52,0
181,goomba,106.9,202.39,122.02,208.53,205.46,114.46,5
181,pipe,251.8,175.93,255.94,207.27,191.6,253.87,6
182,box,122.43,144.2,203.31,158.8,151.5,162.87,4
182,box,155.32,79.98,170.0,95.02,87.5,162.66,1
182,box,59.13,144.0,74.0,159.02,151.51,66.57,2
182,mario,112.27,172.94,126.77,188.62,180.78,119.52,0
182,goomba,106.12,202.35,121.0,208.33,205.34,113.56,5
182,pipe,251.07,175.96,255.88,207.41,191.68,253.48,6
183,box,153.62,80.0,168.06,95.0,87.5,160.84,2
183,box,57.32,144.0,72.06,158.98,151.49,64.69,4
183,mario,112.28,173.0,126.72,188.58,180.79,119.5,0
183,box,120.78,144.22,200.85,158.8,151.51,160.82,1
183,goomba,103.96,202.32,119.17,208.52,205.42,111.57,5
183,pipe,248.81,175.98,255.83,207.0,191.49,252.32,6
184,pipe,246.86,175.99,255.88,207.44,191.71,251.37,6
184,mario,112.28,172.92,126.72,188.5,180.71,119.5,0
184,box,55.15,144.01,70.13,159.01,151.51,62.64,4
184,box,151.51,80.02,166.19,95.01,87.51,158.85,2
184,box,118.42,144.21,199.66,158.78,151.49,159.04,1
184,goomba,102.39,202.31,116.98,208.05,205.18,109.69,5
185,pipe,245.65,175.98,255.87,207.32,191.65,250.76,6
185,box,150.67,80.0,165.09,95.0,87.5,157.88,2
185,box,54.35,143.99,69.08,158.99,151.49,61.72,4
185,mario,112.27,174.06,126.73,189.37,181.71,119.5,0
185,goomba,100.76,202.38,116.16,208.38,205.38,108.46,5
185,box,117.86,144.16,199.32,158.77,151.46,158.59,1
186,box,115.63,144.19,196.56,158.8,151.49,156.1,1
186,box,52.15,144.01,67.05,159.0,151.51,59.6,4
186,box,148.65,80.01,163.09,95.02,87.51,155.87,2
186,mario,112.27,176.14,126.73,191.28,183.71,119.5,0
186,pipe,243.41,176.0,255.96,207.22,191.61,249.68,6
186,goomba,99.34,202.3,114.02,208.09,205.2,106.68,5
187,box,49.44,144.09,65.02,159.1,151.6,57.23,4
187,box,113.38,144.22,193.86,158.8,151.51,153.62,1
187,box,146.06,80.1,160.98,95.02,87.56,153.52,2
187,mario,112.34,178.15,126.74,193.16,185.65,119.54,0
187,goomba,97.03,202.39,112.06,208.37,205.38,104.54,5
187,pipe,241.83,175.97,255.75,207.22,191.6,248.79,6
188,box,143.99,80.1,159.13,95.09,87.6,151.56,1
188,box,47.55,144.09,63.09,159.07,151.58,55.32,2
188,mario,112.33,181.12,126.71,196.31,188.71,119.52,0
188,box,111.91,144.2,192.73,158.8,151.5,152.32,4
188,pipe,239.69,176.0,256.0,207.31,191.65,247.84,6
188,goomba,94.73,202.41,109.89,208.29,205.35,102.31,5
189,box,111.17,144.21,190.63,158.84,151.52,150.9,2
189,mario,112.26,184.06,126.78,199.28,191.67,119.52,0
189,box,142.55,80.12,158.01,95.0,87.56,150.28,4
189,goomba,93.86,202.38,109.05,208.56,205.47,101.46,5
189,pipe,238.72,175.99,255.91,207.21,191.6,247.32,6
189,box,46.38,144.08,62.02,159.1,151.59,54.2,1
190,box,140.61,80.09,156.11,95.06,87.58,148.36,1
190,box,44.45,144.09,60.09,159.07,151.58,52.27,2
190,mario,111.78,188.1,126.84,203.59,195.85,119.31,0
190,box,108.85,144.23,189.66,158.84,151.54,149.26,4
190,goomba,92.31,202.35,107.19,208.28,205.32,99.75,5
190,pipe,237.16,175.96,256.0,207.24,191.6,246.58,6
191,box,42.44,144.07,58.02,159.06,151.57,50.23,2
191,box,138.84,80.07,154.03,95.06,87.57,146.43,1
191,pipe,234.81,175.97,256.0,207.33,191.65,245.4,6
191,box,106.45,144.24,187.1,158.78,151.51,146.77,4
191,mario,114.25,192.44,125.93,206.64,199.54,120.09,0
191,goomba,90.04,202.33,105.09,208.39,205.36,97.57,5
192,pipe,233.64,175.97,256.0,207.29,191.63,244.82,6
192,box,41.42,144.08,57.09,159.06,151.57,49.26,2
192,box,137.8,80.09,153.12,95.06,87.58,145.46,1
192,mario,114.22,192.41,125.94,206.66,199.54,120.08,0
192,goomba,89.17,202.34,104.11,208.18,205.26,96.64,5
192,box,106.15,144.24,186.67,158.81,151.52,146.41,4
193,mario,112.08,188.01,126.86,203.75,195.88,119.47,0
193,box,39.68,144.03,55.02,159.13,151.58,47.35,2
193,box,136.06,80.02,150.95,95.12,87.57,143.51,1
193,box,103.98,144.22,183.91,158.79,151.51,143.95,4
193,pipe,231.72,175.96,256.0,207.34,191.65,243.86,6
193,goomba,86.94,202.37,102.22,208.56,205.46,94.58,5
194,pipe,229.58,176.07,256.0,207.29,191.68,242.79,6
194,box,37.57,144.05,52.97,159.09,151.57,45.27,2
194,box,134.09,80.05,148.98,95.11,87.58,141.54,1
194,mario,112.46,183.12,126.74,198.58,190.85,119.6,0
194,box,101.51,144.2,181.62,158.78,151.49,141.57,4
194,goomba,84.82,202.34,100.4,208.5,205.42,92.61,5
195,pipe,228.02,176.07,256.0,207.44,191.76,242.01,6
195,mario,112.27,179.03,126.79,194.65,186.84,119.53,0
195,box,35.64,144.03,50.98,159.07,151.55,43.31,2
195,box,132.19,80.03,147.05,95.09,87.56,139.62,1
195,box,99.12,144.22,180.42,158.73,151.48,139.77,4
195,goomba,83.27,202.3,98.1,208.16,205.23,90.68,5
196,pipe,226.84,176.09,256.0,207.45,191.77,241.42,6
196,box,34.52,144.05,50.06,159.09,151.57,42.29,2
196,box,99.12,144.18,178.54,158.82,151.5,138.83,4
196,box,130.98,80.05,146.08,95.11,87.58,138.53,1
196,mario,112.01,174.03,126.69,189.67,181.85,119.35,0
196,goomba,81.64,202.41,97.23,208.41,205.41,89.44,5
197,pipe,225.08,176.05,255.58,207.57,191.81,240.33,6
197,box,128.96,80.03,143.96,95.09,87.56,136.46,4
197,box,32.68,144.03,47.95,159.08,151.55,40.31,1
197,box,96.3,144.22,177.21,158.77,151.49,136.76,2
197,mario,111.53,171.0,126.69,186.64,178.82,119.11,0
197,goomba,80.2,202.27,95.21,208.29,205.28,87.71,5
198,pipe,222.88,176.06,254.36,207.45,191.76,238.62,6
198,box,127.09,80.06,141.92,95.07,87.57,134.51,4
198,box,94.02,144.19,174.92,158.77,151.48,134.47,2
198,box,30.6,144.05,45.96,159.03,151.54,38.28,1
198,mario,111.18,168.03,126.62,183.73,175.88,118.9,0
199,pipe,220.94,176.06,251.86,207.46,191.76,236.4,6
199,box,28.54,144.04,44.08,159.09,151.57,36.31,2
199,box,125.12,80.04,140.12,95.1,87.57,132.62,1
199,mario,111.16,165.15,126.64,180.72,172.93,118.9,0
199,box,92.74,144.19,173.76,158.75,151.47,133.25,4
200,pipe,219.77,176.09,251.03,207.45,191.77,235.4,6
200,mario,111.09,163.12,126.69,178.81,170.96,118.89,0
200,box,92.15,144.17,171.67,158.77,151.47,131.91,1
200,box,27.68,144.06,42.94,159.05,151.55,35.31,4
200,box,124.25,80.06,138.94,95.08,87.57,131.59,2
201,pipe,217.9,176.07,248.86,207.45,191.76,233.38,6
201,box,25.57,144.04,41.01,159.08,151.56,33.29,2
201,box,122.1,80.04,137.03,95.09,87.57,129.57,1
201,mario,111.22,161.2,126.64,176.78,168.99,118.93,0
201,box,89.7,144.22,169.72,158.76,151.49,129.71,4
202,pipe,216.7,176.09,248.06,207.49,191.79,232.38,6
202,box,24.68,144.06,39.94,159.07,151.57,32.31,2
202,box,121.19,80.05,135.94,95.08,87.57,128.57,1
202,box,88.43,144.18,168.91,158.74,151.46,128.67,4
202,mario,111.17,161.16,126.64,176.78,168.97,118.9,0
203,pipe,215.08,176.06,245.66,207.48,191.77,230.37,6
203,mario,111.25,159.98,126.66,175.82,167.9,118.96,0
203,box,22.59,144.04,38.02,159.08,151.56,30.3,2
203,box,119.11,80.04,134.06,95.09,87.57,126.58,1
203,box,86.37,144.22,167.41,158.7,151.46,126.89,4
204,pipe,213.75,176.08,244.89,207.48,191.78,229.32,6
204,mario,111.24,159.99,126.66,175.81,167.9,118.95,0
204,box,21.58,144.05,37.0,159.09,151.57,29.29,2
204,box,86.49,144.16,165.57,158.76,151.46,126.03,4
204,box,117.98,80.05,133.0,95.11,87.58,125.49,1
205,pipe,212.05,176.06,242.81,207.48,191.77,227.43,6
205,box,115.88,80.04,130.99,95.08,87.56,123.43,4
205,box,19.61,144.03,34.97,159.08,151.55,27.29,1
205,box,83.44,144.22,164.2,158.76,151.49,123.82,2
205,mario,111.19,161.27,126.63,176.79,169.03,118.91,0
206,pipe,210.73,176.08,241.97,207.47,191.77,226.35,6
206,box,18.52,144.04,34.04,159.09,151.57,26.28,1
206,mario,111.04,163.12,126.7,178.81,170.96,118.87,0
206,box,114.98,80.05,130.05,95.11,87.58,122.51,4
206,box,82.83,144.19,162.25,158.74,151.46,122.54,2
207,pipe,209.01,176.05,239.59,207.47,191.76,224.3,6
207,box,16.71,144.03,31.99,159.08,151.55,24.35,1
207,box,80.31,144.21,161.03,158.66,151.43,120.67,2
207,box,113.51,80.03,127.99,95.09,87.56,120.75,4
207,mario,111.06,165.16,126.64,180.74,172.95,118.85,0
208,pipe,206.84,176.09,238.11,207.39,191.74,222.48,6
208,box,79.3,144.21,158.39,158.77,151.49,118.85,2
208,box,14.61,144.06,29.96,159.04,151.55,22.28,1
208,box,111.32,80.06,125.94,95.08,87.57,118.63,4
208,mario,111.27,167.17,126.55,182.81,174.99,118.91,0
209,pipe,204.91,176.07,235.91,207.45,191.76,220.41,6
209,box,12.59,144.04,28.05,159.08,151.56,20.32,4
209,box,109.18,80.03,124.08,95.1,87.57,116.63,2
209,mario,111.23,170.09,126.59,185.78,177.93,118.91,0
209,box,76.91,144.23,156.43,158.78,151.51,116.67,1
210,pipe,203.77,176.09,235.13,207.43,191.76,219.45,6
210,box,11.71,144.06,26.93,159.05,151.55,19.32,4
210,box,108.31,80.05,122.93,95.08,87.57,115.62,2
210,box,75.28,144.2,155.84,158.78,151.49,115.56,1
210,mario,111.12,174.13,126.6,189.75,181.94,118.86,0
211,pipe,202.03,176.06,232.72,207.45,191.76,217.38,6
211,box,9.62,144.04,25.03,159.08,151.56,17.33,4
211,box,106.23,80.04,121.09,95.1,87.57,113.66,2
211,box,73.83,144.19,153.51,158.8,151.49,113.67,1
211,mario,111.32,177.97,126.7,193.73,185.85,119.01,0
212,pipe,199.9,176.06,230.88,207.48,191.77,215.39,6
212,box,71.46,144.22,151.78,158.8,151.51,111.62,1
212,box,104.02,80.03,118.98,95.13,87.58,111.5,2
212,box,7.67,144.03,23.0,159.15,151.59,15.34,4
212,mario,111.86,183.16,126.64,198.74,190.95,119.25,0
213,pipe,197.7,176.09,229.0,207.48,191.79,213.35,6
213,mario,111.98,187.96,126.68,203.84,195.9,119.33,0
213,box,101.89,80.06,116.97,95.1,87.58,109.43,4
213,box,5.56,144.05,20.98,159.09,151.57,13.27,1
213,box,69.78,144.2,149.52,158.81,151.51,109.65,2
214,pipe,196.94,176.08,228.36,207.41,191.74,212.65,6
214,box,4.58,144.05,20.04,159.13,151.59,12.31,2
214,box,68.56,144.23,148.88,158.77,151.5,108.72,4
214,mario,114.48,192.22,125.64,206.91,199.57,120.06,0
214,box,101.06,80.02,116.0,95.12,87.57,108.53,1
215,pipe,194.69,176.08,225.82,207.46,191.77,210.26,6
215,box,2.56,144.05,18.06,159.09,151.57,10.31,2
215,box,99.08,80.05,114.08,95.11,87.58,106.58,1
215,box,67.84,144.19,146.72,158.83,151.51,107.28,4
215,mario,114.46,193.44,125.22,207.26,200.35,119.84,0
216,pipe,193.0,176.06,223.75,207.49,191.77,208.37,6
216,box,0.75,144.04,15.97,159.08,151.56,8.36,2
216,box,97.33,80.03,111.95,95.09,87.56,104.64,1
216,box,64.51,144.22,145.27,158.79,151.51,104.89,4
216,mario,112.16,192.3,125.0,207.26,199.78,118.58,0
217,pipe,189.98,176.06,220.62,207.48,191.77,205.3,6
217,box,94.1,80.08,108.98,95.05,87.57,101.54,4
217,mario,112.14,192.29,124.86,207.39,199.84,118.5,0
217,box,60.68,144.22,142.29,158.77,151.49,101.49,2
217,box,0.0,144.11,12.94,158.97,151.54,6.47,1
218,pipe,187.83,176.09,219.05,207.47,191.78,203.44,6
218,box,-0.0,144.1,10.98,158.96,151.53,5.49,2
218,box,91.74,80.11,106.96,95.02,87.57,99.35,1
218,box,60.52,144.2,139.7,158.84,151.52,100.11,4
218,mario,114.45,192.34,125.61,207.17,199.76,120.03,0
219,pipe,186.03,176.07,216.92,207.45,191.76,201.48,6
219,box,89.6,80.09,105.08,95.06,87.58,97.34,1
219,box,-0.0,144.1,9.07,158.96,151.53,4.53,2
219,mario,112.38,187.22,125.25,201.8,194.51,118.81,0
219,box,57.71,144.23,138.55,158.84,151.54,98.13,4
220,pipe,183.18,176.06,213.69,207.42,191.74,198.43,6
220,box,86.91,80.1,102.09,95.06,87.58,94.5,1
220,box,54.57,144.2,135.46,158.78,151.49,95.01,4
220,mario,112.13,181.14,126.03,196.34,188.74,119.08,0
220,box,0.21,143.99,6.08,158.94,151.46,3.14,2
221,box,53.02,144.2,132.82,158.81,151.51,92.92,4
221,mario,111.73,175.04,126.71,190.72,182.88,119.22,0
221,box,85.06,80.07,99.94,95.09,87.58,92.5,1
221,pipe,180.88,176.06,211.88,207.4,191.73,196.38,6
221,box,0.17,144.05,4.05,159.01,151.53,2.11,2
222,pipe,177.92,176.09,209.32,207.39,191.74,193.62,6
222,box,48.96,144.2,129.84,158.78,151.49,89.4,4
222,box,82.16,80.1,96.97,95.02,87.56,89.57,1
222,mario,111.39,170.12,126.61,185.75,177.93,119.0,0
223,pipe,175.98,176.07,206.78,207.47,191.77,191.38,6
223,box,80.11,80.1,95.14,95.09,87.6,87.62,1
223,box,48.36,144.17,127.78,158.81,151.49,88.07,4
223,mario,111.06,165.16,126.63,180.6,172.88,118.85,0
224,pipe,174.06,176.06,204.76,207.51,191.79,189.41,6
224,box,77.66,80.08,92.94,95.05,87.57,85.3,1
224,box,45.42,144.22,126.1,158.8,151.51,85.76,4
224,mario,111.35,160.0,126.67,175.75,167.88,119.01,0
225,box,75.59,79.99,90.0,95.01,87.5,82.79,1
225,mario,111.58,156.02,126.66,172.68,164.35,119.12,0
225,box,41.98,144.19,123.03,158.77,151.48,82.5,4
225,pipe,170.97,176.06,201.71,207.43,191.74,186.34,6
226,pipe,167.94,176.06,198.8,207.45,191.76,183.37,6
226,box,39.4,144.15,120.08,158.81,151.48,79.74,4
226,box,72.55,79.97,86.95,95.03,87.5,79.75,1
226,mario,111.65,156.75,126.69,172.71,164.73,119.17,0
227,pipe,165.83,176.09,196.97,207.47,191.78,181.4,6
227,box,70.69,80.0,85.06,95.0,87.5,77.88,1
227,mario,111.69,158.03,126.69,173.71,165.87,119.19,0
227,box,36.97,144.11,116.84,158.81,151.46,76.9,4
228,pipe,162.92,176.08,193.82,207.48,191.78,178.37,6
228,mario,112.03,159.97,126.69,175.81,167.89,119.36,0
228,box,67.59,79.99,82.11,95.03,87.51,74.85,1
228,box,34.97,144.08,114.63,158.91,151.49,74.8,4
229,pipe,160.0,176.08,190.94,207.47,191.77,175.47,6
229,box,64.44,80.01,79.06,95.03,87.52,71.75,1
229,mario,111.89,162.88,126.74,178.75,170.82,119.32,0
229,box,31.7,144.09,107.66,158.92,151.51,69.68,4
230,pipe,157.18,176.07,187.7,207.43,191.75,172.44,6
230,box,61.46,80.0,76.14,95.02,87.51,68.8,1
230,mario,111.81,166.98,126.53,182.8,174.89,119.17,0
230,box,27.88,144.03,108.54,158.89,151.46,68.21,4
231,pipe,154.2,176.07,184.81,207.45,191.76,169.51,6
231,box,58.41,80.01,73.12,95.02,87.51,65.76,1
231,mario,111.58,170.67,126.64,186.78,178.73,119.11,0
231,box,24.83,144.06,105.65,158.86,151.46,65.24,4
232,pipe,151.23,176.05,181.65,207.47,191.76,166.44,6
232,mario,111.5,175.76,126.63,191.8,183.78,119.07,0
232,box,55.44,80.01,70.19,95.01,87.51,62.81,1
232,box,21.06,144.08,101.12,158.88,151.48,61.09,4
233,pipe,148.19,176.05,178.76,207.47,191.76,163.48,6
233,mario,111.56,181.74,126.72,197.87,189.8,119.14,0
233,box,51.52,80.09,67.02,95.04,87.57,59.27,1
233,box,19.81,144.19,99.91,158.8,151.49,59.86,4
234,pipe,145.09,176.07,175.59,207.49,191.78,160.34,6
234,box,48.81,80.09,64.03,95.04,87.57,56.42,1
234,mario,111.52,186.8,126.57,202.9,194.85,119.04,0
234,box,16.26,144.19,97.1,158.77,151.48,56.68,4
235,pipe,141.99,176.06,172.69,207.52,191.79,157.34,6
235,box,45.67,80.08,60.93,95.05,87.57,53.3,1
235,mario,111.31,191.69,126.65,207.73,199.71,118.98,0
235,box,13.94,144.22,94.27,158.8,151.51,54.1,4
236,box,42.77,80.07,58.02,95.06,87.57,50.4,1
236,mario,114.12,192.14,125.56,206.81,199.48,119.84,0
236,box,10.31,144.24,91.11,158.78,151.51,50.71,4
236,pipe,138.86,176.06,169.72,207.51,191.79,154.29,6
237,pipe,136.61,176.09,167.99,207.55,191.82,152.3,6
237,box,40.7,80.1,55.98,95.03,87.57,48.34,1
237,box,10.12,144.19,89.03,158.85,151.52,49.58,4
237,mario,114.14,192.19,125.62,206.79,199.49,119.88,0
238,pipe,134.84,176.06,165.88,207.51,191.79,150.36,6
238,box,38.4,80.08,54.06,95.05,87.57,46.23,1
238,box,7.48,144.25,87.58,158.85,151.55,47.53,4
238,mario,114.36,193.31,125.55,207.43,200.37,119.96,0
239,box,36.62,80.08,52.03,95.08,87.58,44.33,1
239,pipe,132.75,176.08,164.38,207.5,191.79,148.57,6
239,mario,112.19,192.19,125.44,207.29,199.74,118.81,0
239,box,5.2,144.24,85.08,158.81,151.52,45.14,4
240,pipe,130.35,176.06,161.81,207.54,191.8,146.08,6
240,mario,112.23,188.07,126.83,203.88,195.98,119.53,0
240,box,34.68,80.1,50.1,95.08,87.59,42.39,1
240,box,4.73,144.19,83.4,158.85,151.52,44.06,4
241,pipe,129.66,176.07,160.84,207.43,191.75,145.25,6
241,box,3.66,144.25,81.83,158.83,151.54,42.74,4
241,mario,112.18,183.13,127.12,198.69,190.91,119.65,0
241,box,33.7,80.03,49.0,95.12,87.58,41.35,1
242,pipe,126.91,176.08,158.98,207.5,191.79,142.95,6
242,box,31.79,80.05,47.05,95.09,87.57,39.42,1
242,mario,112.19,179.24,126.97,194.69,186.96,119.58,0
242,box,2.26,144.23,80.06,158.88,151.55,41.16,4
243,box,29.85,80.03,44.99,95.09,87.56,37.42,1
243,mario,112.25,176.26,126.75,191.66,183.96,119.5,0
243,box,0.22,144.25,78.18,158.8,151.52,39.2,4
243,pipe,126.61,176.06,157.13,207.45,191.76,141.87,6
244,pipe,125.28,176.06,155.76,207.49,191.77,140.52,6
244,box,28.74,80.04,44.11,95.09,87.57,36.42,1
244,mario,111.21,173.25,125.7,188.68,180.96,118.46,0
244,box,0.45,144.25,77.41,158.83,151.54,38.93,4
245,pipe,125.26,176.06,155.75,207.49,191.77,140.51,6
245,box,28.74,80.04,44.11,95.09,87.57,36.42,1
245,mario,111.2,170.24,125.64,185.68,177.96,118.42,0
245,box,0.44,144.25,77.4,158.83,151.54,38.92,4
246,pipe,125.25,176.06,155.76,207.48,191.77,140.51,6
246,box,28.74,80.04,44.11,95.09,87.57,36.42,1
246,mario,111.17,168.14,125.67,183.78,175.96,118.42,0
246,box,0.41,144.25,77.39,158.83,151.54,38.9,4
247,pipe,125.63,176.06,155.76,207.48,191.77,140.7,6
247,box,28.74,80.04,44.1,95.09,87.57,36.42,1
247,mario,112.16,167.14,126.69,182.84,174.99,119.42,0
247,box,0.42,144.25,77.38,158.83,151.54,38.9,4
248,pipe,125.49,176.06,155.76,207.49,191.77,140.63,6
248,box,28.74,80.04,44.1,95.09,87.57,36.42,1
248,mario,112.18,165.97,126.66,181.84,173.9,119.42,0
248,box,0.46,144.23,77.38,158.83,151.53,38.92,4
249,pipe,125.49,176.06,155.76,207.49,191.77,140.63,6
249,box,28.74,80.04,44.1,95.09,87.57,36.42,1
249,mario,112.18,165.97,126.66,181.84,173.9,119.42,0
249,box,0.46,144.23,77.38,158.83,151.53,38.92,4
250,pipe,125.63,176.06,155.76,207.48,191.77,140.7,6
250,box,28.74,80.04,44.1,95.09,87.57,36.42,1
250,mario,112.16,167.14,126.69,182.84,174.99,119.42,0
250,box,0.42,144.25,77.38,158.83,151.54,38.9,4
251,pipe,125.61,176.06,155.75,207.49,191.77,140.68,6
251,box,28.74,80.04,44.11,95.09,87.57,36.42,1
251,mario,112.18,168.11,126.7,183.88,175.99,119.44,0
251,box,0.44,144.25,77.4,158.83,151.54,38.92,4
252,pipe,125.19,176.06,155.76,207.48,191.77,140.48,6
252,box,28.74,80.04,44.11,95.09,87.57,36.42,1
252,mario,111.23,169.23,125.58,184.72,176.98,118.4,0
252,box,0.43,144.25,77.41,158.83,151.54,38.92,4
253,pipe,125.26,176.05,155.76,207.49,191.77,140.51,6
253,box,28.74,80.04,44.11,95.09,87.57,36.42,1
253,mario,111.25,172.23,125.61,187.66,179.95,118.43,0
253,box,0.45,144.25,77.41,158.83,151.54,38.93,4
254,pipe,125.24,176.06,155.76,207.49,191.77,140.5,6
254,box,28.74,80.04,44.11,95.09,87.57,36.42,1
254,mario,111.16,174.21,125.78,189.69,181.95,118.47,0
254,box,0.45,144.25,77.41,158.83,151.54,38.93,4
255,pipe,125.42,176.06,155.76,207.48,191.77,140.59,6
255,box,28.74,80.04,44.11,95.09,87.57,36.42,1
255,mario,111.19,177.22,125.88,192.6,184.91,118.53,0
255,box,0.45,144.25,77.39,158.83,151.54,38.92,4
256,pipe,124.49,176.05,155.79,207.49,191.77,140.14,6
256,box,28.74,80.04,44.11,95.09,87.57,36.42,1
256,box,0.43,144.25,77.37,158.83,151.54,38.9,4
256,mario,111.21,181.16,125.77,196.64,188.9,118.49,0
257,pipe,124.51,176.06,155.77,207.58,191.82,140.14,6
257,box,28.74,80.04,44.1,95.09,87.57,36.42,1
257,mario,111.23,186.19,125.89,201.74,193.96,118.56,0
257,box,0.49,144.25,77.37,158.83,151.54,38.93,4
258,pipe,124.44,176.07,155.76,207.57,191.82,140.1,6
258,box,28.75,80.04,44.09,95.09,87.57,36.42,1
258,mario,111.38,191.09,125.62,206.54,198.82,118.5,0
258,box,0.45,144.25,77.35,158.83,151.54,38.9,4
259,pipe,124.74,176.07,155.77,207.59,191.83,140.26,6
259,box,28.74,80.04,44.1,95.09,87.57,36.42,1
259,box,0.45,144.25,77.33,158.83,151.54,38.89,4
259,mario,113.43,193.38,124.33,207.48,200.43,118.88,0
260,pipe,124.53,176.06,155.78,207.57,191.82,140.15,6
260,box,28.75,80.04,44.09,95.09,87.57,36.42,1
260,mario,111.28,188.22,125.8,203.79,196.01,118.54,0
260,box,0.48,144.25,77.36,158.83,151.54,38.92,4
261,pipe,124.42,176.06,155.78,207.52,191.79,140.1,6
261,box,28.74,80.04,44.1,95.09,87.57,36.42,1
261,mario,111.2,183.22,125.73,198.62,190.92,118.47,0
261,box,0.47,144.25,77.38,158.83,151.54,38.92,4
262,pipe,124.98,176.06,155.78,207.48,191.77,140.38,6
262,mario,111.22,179.19,125.78,194.61,186.9,118.5,0
262,box,28.74,80.04,44.11,95.09,87.57,36.42,1
262,box,0.45,144.25,77.39,158.83,151.54,38.92,4
263,pipe,125.28,176.06,155.76,207.49,191.77,140.52,6
263,box,28.74,80.04,44.11,95.09,87.57,36.42,1
263,mario,111.26,175.22,125.66,190.66,182.94,118.46,0
263,box,0.45,144.25,77.4,158.83,151.54,38.92,4
264,pipe,125.26,176.05,155.76,207.49,191.77,140.51,6
264,box,28.74,80.04,44.11,95.09,87.57,36.42,1
264,mario,111.25,172.23,125.61,187.66,179.95,118.43,0
264,box,0.45,144.25,77.41,158.83,151.54,38.93,4
265,pipe,125.19,176.06,155.76,207.48,191.77,140.48,6
265,box,28.66,80.09,44.13,95.06,87.58,36.4,1
265,mario,111.23,169.23,125.58,184.72,176.98,118.4,0
265,box,0.21,144.23,77.53,158.84,151.54,38.87,4
266,pipe,125.61,176.06,155.75,207.48,191.77,140.68,6
266,box,28.68,80.09,44.14,95.06,87.58,36.41,1
266,mario,112.18,168.11,126.7,183.88,175.99,119.44,0
266,box,0.23,144.23,77.53,158.84,151.54,38.88,4
267,pipe,125.49,176.06,155.76,207.49,191.77,140.63,6
267,box,28.7,80.09,44.15,95.06,87.58,36.42,1
267,mario,112.18,165.97,126.66,181.84,173.9,119.42,0
267,box,0.2,144.23,77.52,158.85,151.54,38.86,4
268,pipe,125.49,176.06,155.76,207.49,191.77,140.63,6
